run,decision-noise,observation-error-rate,initial-israel-friction,initial-israel-security-perception,initial-iran-assets,initial-iran-regime-stability,initial-mine-count,mine-batch-size,max-ticks,tau-d-rate,diplomacy-bridge-prob,tau-c-rate,tau-k-rate,selective-targeting-recognition,initial-insurer-memory,initial-operator-memory,initial-market-memory,initial-israel-incomplete-victory-aversion,[step],military-layer,economic-war-layer,access-layer,diplomacy-layer,ever-backchannel,ever-ceasefire-talks,ever-fragile-arrangement,diplomacy-bridge-count,first-backchannel-tick-report,no-talks-share,backchannel-share,ceasefire-talks-share,fragile-arrangement-share,diplomatic-activation-share,max-diplomatic-momentum-report,strategic-regime,throughput,insurance,operator-caution,permission-factor,brent-crude-price,crisis-state,outcome-ground-war,outcome-accidental-war,outcome-escalation-cascade,outcome-severe-escalation,awrp-current,risk-premium,market-memory,disruption-belief,risk-premium-gross-signal,risk-premium-reassurance-signal,risk-premium-target,risk-premium-gap,market-shock-build-up-rate,market-recovery-rate-current,outcome-managed-stalemate,ever-managed-stalemate,ms-condition-this-tick,ms-share,ms-duration,first-managed-stalemate-tick,military-pause-window-flag,military-deescalation-window-flag,major-action-this-tick-flag,low-intensity-military-flag,commercial-non-normalization-score,ticks-since-major-strike-flag,risk-premium-decay-share,risk-premium-post-deescalation-decay-share,risk-premium-normalized-recovery,price-recovery-20pct-fired,price-recovery-lag-20pct-deescalation,price-recovery-fired,price-recovery-strict-fired,tick-military-deescalation-window-start,tick-awrp-recovery-frac,tick-price-recovery-frac,tick-price-recovery-frac-strict,tick-price-recovery-20pct,awrp-recovery-lag-frac-deescalation,price-recovery-lag-frac-deescalation,price-recovery-lag-frac-strict,tau-c-over-tau-m,tau-k-over-tau-m,tau-d-over-tau-m,insurance-floor-hit,operator-caution-ceiling-hit,awrp-ceiling-hit,risk-premium-high-hit,selective-passage-share,partial-closure-share,contested-reopening-share,ever-selective-passage
485,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,9,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.24953085930642604,0.3056389626686883,0.9900250793671947,0.98,123.46596328760145,Accidental_War,0,1,0,1,0.6152702844872144,53.465963287601454,1,0.488553275867311,59.205870133117976,0,59.205870133117976,7.65320912735536,0.25,0.30000000000000004,0,0,0,0.1111111111111111,1,-1,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,1,0,1,0.2222222222222222,0.7777777777777778,0,1
486,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.13000000000000006,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3430414104855171,1,0,0.98,103.73286570207497,Selective_Passage,0,0,0,0,0.35161687891373966,33.73286570207497,0.8093147711738526,0.17837279872204664,40.25086150497964,11.54,28.71086150497964,-7.174291710136181,0.25,0.30000000000000004,0,1,0,0.013333333333333334,2,1,1,1,0,1,1,4,0.46938775510204084,0.46308724832214765,0.35339357597291415,1,18,0,0,0,18,-1,-1,18,18,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.96,0.04,0,1
487,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,2,65,0.92,0.08,0,0,0.08,0.3,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31625537160000006,1,0,0.97,114.57335018330755,Selective_Passage,0,0,0,0,0.3850649073401631,44.57335018330756,1,0.21772342040019182,43.8372743928,10.09,33.747274392799994,-12.02897310056396,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.5202702702702703,0.5327868852459017,0.03856383975622184,0,-1,0,0,27,27,-1,-1,-1,0,-1,-1,2.5,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
488,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,0,127,0.98,0.02,0,0,0.02,0.23000000000000007,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,117.02062423954789,Selective_Passage,0,0,0,0,0.43370336759343875,47.02062423954788,1,0.27494513834522205,49.51818872,0,49.51818872,3.330085973936157,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,2,0,0.4527027027027027,0.36363636363636365,0.013215650685942288,0,-1,0,0,138,11,-1,-1,-1,-127,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
489,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,38,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3115765611376786,1,0.3205256116074102,0.97,114.07904860538201,Ground_War,1,0,0,1,0.4171911362311109,44.07904860538201,0.9638424808114393,0.255518983801307,51.98543119427935,0.8,51.18543119427935,9.475176785196453,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.3333333333333333,0,0.10149114424744995,0,-1,0,0,-1,27,-1,-1,-1,-1,-1,-1,2.5,1,1,0,0,0,0,0.9210526315789473,0.07894736842105263,0,1
490,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.12000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32824516871417386,1,0,0.97,110.27290987848086,Selective_Passage,0,0,0,0,0.3986634804590765,40.27290987848086,0.8755782069042466,0.23372174171656057,50.19087267961736,1.2000000000000002,48.990872679617354,11.623950401515323,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.4527027027027027,0.44966442953020136,0.18360853371062968,1,45,0,0,0,17,-1,-1,45,17,-1,-1,1,1,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
491,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2378250504810169,0.2526766080678037,1,0.9400000000000001,125.47255196286025,Accidental_War,0,1,0,1,0.6136817493802462,55.472551962860244,1,0.48668441103558374,60.01528823139047,0,60.01528823139047,6.056981691373636,0.25,0.30000000000000004,0,1,0,0.2,2,1,0,0,1,0,4,0,0,0,0,0,-1,0,0,0,-1,-1,-1,-1,-1,-1,-1,2.5,0.6666666666666666,1,0,1,0,1,0.2,0.8,0,1
492,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,17,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.05,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3121449218326384,1,0.23921092667510344,0.98,113.90700066345889,Accidental_War,0,1,0,1,0.43920374613525875,43.90700066345888,0.9920589521327402,0.28141617192383384,52.31144428947516,0.9,51.41144428947516,10.00592483468838,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,2,0.26666666666666666,0,0.15544740875585883,1,-1,0,0,-1,15,-1,-1,15,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.6470588235294118,0.35294117647058826,0,1
493,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,14,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.060000000000000005,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.2904469540227567,0.6466549874997508,0.7211645467642882,0.97,117.12720221265637,Ground_War,1,0,0,1,0.5234496550829073,47.12720221265637,0.8684004107631509,0.38052900597989087,53.80946309950878,1,52.80946309950878,7.576347849136553,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,3,2,0.25,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,2,1,0,0,0,0,0.7857142857142857,0.21428571428571427,0,1
494,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.15000000000000005,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3257677905509151,1,0,0.97,112.6473013563336,Selective_Passage,0,0,0,0,0.35762325623973307,42.64730135633359,0.8977277148369661,0.18543912498792126,44.969576460839946,0.8,44.16957646083995,2.0297001393418057,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.49324324324324326,0,0.09722158869957283,0,-1,0,0,-1,11,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
495,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.2952625748997405,1,0.9840084400767396,0.97,115.5233156982869,Selective_Passage,0,0,0,0,0.39867888278681207,45.52331569828689,1,0.23373986210213185,44.7189718542109,10.09,34.6289718542109,-13.617929805094988,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,2,1,0.40540540540540543,0.40458015267175573,0.16845647052372367,1,16,0,0,18,33,-1,-1,34,15,-1,-1,2.5,1,1,0,0,0,0,0.96,0.04,0,1
496,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,Backchannel_Bargaining,1,0,0,1,81,0.54,0.46,0,0,0.46,0.36499999999999994,Military_Pause | Prolonged_Economic_War | Selective_Passage | Backchannel_Bargaining,0.3567660657536467,1,0,0.97,102.92078182463644,Selective_Passage,0,0,0,0,0.3754581339315905,32.92078182463643,0.6400122012210522,0.20642133403716528,37.671976533487886,13.039999999999997,24.631976533487887,-10.361006613935679,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.4864864864864865,0.49572649572649574,0.26724423462878527,1,36,0,0,32,13,-1,-1,68,-19,-1,-1,1,1,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
497,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,57,0.8066666666666666,0.19333333333333333,0,0,0.19333333333333333,0.34,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3678639473047391,1,0,0.98,101.65313711726955,Selective_Passage,0,0,0,0,0.3775929954602164,31.653137117269544,0.5661775317271635,0.20893293583554867,36.26761485437044,11.240000000000002,25.02761485437044,-9.465031804141574,0.25,0.30000000000000004,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.46258503401360546,0.4563758389261745,0.4216884972892656,1,26,0,0,0,27,-1,-1,26,27,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.96,0.04,0,1
498,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.18000000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3252875716638384,1,0,0.97,105.9289978271378,Selective_Passage,0,0,0,0,0.35558630092582133,35.928997827137806,0.9020212103583573,0.18304270697155448,45.04298499856242,2.6000000000000005,42.442984998562416,8.685316228566144,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.46621621621621623,0.48,0.2584776790079879,1,-23,0,0,49,17,-1,-1,26,-32,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
499,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.16000000000000003,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3080483856311705,1,0.38469116698585476,0.97,113.72304371932367,Selective_Passage,0,0,0,0,0.38886644347235233,43.72304371932367,1,0.2221958158498263,44.18196780349085,11.09,33.091967803490846,-11.81230657314758,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.5067567567567568,0.5555555555555556,0.15083228366271975,0,-1,0,0,113,28,-1,-1,-1,-85,-1,-1,2.5,2,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
500,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,116.34417581790285,Selective_Passage,0,0,0,0,0.3990559908642046,46.344175817902844,1,0.2341835186637701,49.51818872,0.10000000000000002,49.418188719999996,4.098683869462867,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.4797297297297297,0.48717948717948717,0.02741501211019889,0,-1,0,0,32,14,-1,-1,-1,-18,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
501,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.1,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.32376976687216835,1,0,0.98,113.42458587236746,Selective_Passage,0,0,0,0,0.3844796781618686,43.42458587236745,0.9595100589789841,0.2170349154845513,42.99195644718427,10.09,32.901956447184276,-13.153286781478968,0.25,0.2,0,0,0,0.006666666666666667,1,-1,0,0,0,1,1,1,0.4391891891891892,0.4566929133858268,0.1316869795097625,1,-1,0,0,22,26,-1,-1,21,4,-1,-1,2.5,1,1,0,0,0,0,0.9933333333333333,0.006666666666666667,0,1
502,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,89,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,1,0,0,1,20,0.898876404494382,0.10112359550561797,0,0,0.10112359550561797,0.31,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.3253116855112475,1,0,0.97,111.00962221463053,Ground_War,1,0,0,1,0.4079736213487284,41.00962221463052,0.9018056155564028,0.24467484864556283,53.439298841427004,1.2000000000000002,52.239298841427,14.972902169061975,0.25,0.2,0,0,0,0.011235955056179775,1,-1,0,0,0,1,1,3,0.4418604651162791,0.4318181818181818,0.07097306585612435,0,-1,0,0,0,20,-1,-1,-1,20,-1,-1,1,1,1,0,0,0,0,0.9662921348314607,0.033707865168539325,0,1
503,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3484539771921698,1,0,0.97,106.06462517940923,Selective_Passage,0,0,0,0,0.3746643389509645,36.064625179409234,0.6948972069936901,0.20548745758937004,41.50165832465063,0.9,40.60165832465063,6.049377526988522,0.25,0.30000000000000004,0,1,0,0.013333333333333334,2,8,0,0,1,0,1,0,0.46621621621621623,0.4647887323943662,0.20237072214439605,1,59,0,0,7,27,-1,-1,66,20,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
504,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000004,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3435030540887315,1,0,0.97,105.90954428996615,Selective_Passage,0,0,0,0,0.36760124496685054,35.90954428996615,0.7578705217011654,0.19717793525511826,39.69046619736773,10.09,29.600466197367734,-9.012968703712023,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.42567567567567566,0.45161290322580644,0.2418868601645459,1,-13,0,0,56,14,-1,-1,43,-42,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9733333333333334,0.02666666666666667,0,1
505,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,18,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.27340262497197193,0.6365972878538201,0.9662162216096534,0.98,122.27066413530903,Ground_War,1,0,0,1,0.5166189967228685,52.270664135309026,0.9862825991538317,0.37249293732102173,56.04741025356177,0,56.04741025356177,5.035661491003658,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,3,0,0.3125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,2.5,2,1,0,0,0,1,0.8888888888888888,0.1111111111111111,0,1
506,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000001,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31432884,1,0,0.97,112.99542527111151,Selective_Passage,0,0,0,0,0.35771375964042973,42.995425271111515,1,0.1855455995769761,46.71818872,0.9500000000000002,45.76818872,3.6970179318513132,0.25,0.1,0,0,0,0,0,-1,0,0,1,0,1,0,0.5202702702702703,0.5151515151515151,0.08900348624030291,0,-1,0,0,50,12,-1,-1,-1,-38,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
507,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,1,0,0,1,74,0.7,0.3,0,0,0.3,0.37,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3120866054925722,1,0.10574582660949694,0.97,113.14970980615445,Selective_Passage,0,0,0,0,0.37854377180451815,43.14970980615444,1,0.2100514962406096,46.81236256931197,0.20000000000000004,46.61236256931197,4.616870350876702,0.25,0.2,0,0,0,0.013333333333333334,2,-1,0,0,1,0,1,0,0.5238095238095238,0.5285714285714286,0.14419167434686794,1,10,0,0,9,24,-1,-1,19,15,-1,-1,2.5,1,1,0,0,0,0,0.98,0.02,0,1
508,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,144,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,1,0,0,1,58,0.8611111111111112,0.1388888888888889,0,0,0.1388888888888889,0.34,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.32265354056343315,1,0,0.97,115.01338644292024,Ground_War,1,0,0,1,0.4534572450082244,45.013386442920236,0.9255713060275275,0.2981849941273228,53.84563549107715,0.8,53.04563549107715,10.709665397542551,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,2,0.45774647887323944,0.4596774193548387,0.08991129265191951,1,32,0,0,19,14,-1,-1,51,-5,-1,-1,1,1,1,0,0,0,0,0.9583333333333334,0.041666666666666664,0,1
509,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.11000000000000001,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.39351930522702583,1,0,0.98,99.53719404829718,Selective_Passage,0,0,0,0,0.3688424861956927,29.53719404829718,0.33940989849275643,0.19863821905375612,32.37418427015884,10.19,22.184184270158845,-10.504299683054768,0.25,0.30000000000000004,0,0,0,0.013333333333333334,2,-1,0,0,0,1,1,1,0.46621621621621623,0.46308724832214765,0.44111998629521687,1,29,0,0,0,29,-1,-1,29,29,-1,-1,2.5,0.6666666666666666,1,0,0,0,0,0.9666666666666667,0.03333333333333333,0,1
510,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,23,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.31432884,1,0,0.97,117.30842903833548,Ground_War,1,0,0,1,0.48759347263260455,47.30842903833548,1,0.33834526192071124,55.118188720000006,0,55.118188720000006,10.413012908886031,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,2,0,0.23809523809523808,0,0,0,-1,0,0,-1,17,-1,-1,-1,-1,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.8260869565217391,0.17391304347826086,0,1
511,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14000000000000004,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29312484,1,1,0.97,116.5346237898149,Ground_War,1,0,0,1,0.4017858279665715,46.53462378981491,1,0.2373950917253782,53.208756720000004,0.4,52.808756720000005,8.365510573580131,0.25,0.1,0,0,0,0.006666666666666667,1,-1,0,0,0,1,2,2,0.4797297297297297,0.46875,0.09869836179873302,0,-1,0,0,117,38,-1,-1,-1,-79,-1,-1,2.5,2,1,0,1,0,0,0.98,0.02,0,1
512,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,0.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.07,Military_Pause | Prolonged_Economic_War | Selective_Passage | No_Talks,0.31630400170084033,1,0,0.97,113.21591612822337,Selective_Passage,0,0,0,0,0.35156936551171797,43.21591612822337,0.9995678611951331,0.17831690060202113,43.82987340738436,10.29,33.53987340738436,-10.751158578710012,0.25,0.1,0,0,0,0,0,-1,0,0,0,1,1,1,0.4931506849315068,0,0.07466599347743388,0,-1,0,0,-1,18,-1,-1,-1,-1,-1,-1,1,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
513,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1,0,0.6,0.6,0.6,0.72,150,Limited_Exchange,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.14,Limited_Exchange | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3133134454297563,1,0.06342183425753176,0.97,112.92923760256637,Selective_Passage,0,0,0,0,0.3916188215578619,42.929237602566374,0.9970549137816239,0.22543390771513164,46.72431622284237,10.1,36.62431622284237,-7.881151724655005,0.25,0.2,0,0,0,0,0,-1,0,0,0,1,1,1,0.5067567567567568,0.5161290322580645,0.06035299407177058,0,-1,0,0,56,25,-1,-1,-1,-31,-1,-1,2.5,1,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
514,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1,0,0.6,0.6,0.6,0.72,10,Ground_War,War_Driven_Oil_Shock,Partial_Closure,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.04,Ground_War | War_Driven_Oil_Shock | Partial_Closure | No_Talks,0.29780985666134,0.8691313635875977,0.5304376725240475,0.97,118.24779362513668,Ground_War,1,0,0,1,0.5287294865539697,48.24779362513668,0.9699452893534684,0.3867405724164349,53.424519426681144,0.10000000000000002,53.32451942668114,6.768967735392621,0.25,0.2,0,0,0,0,0,-1,0,0,1,0,2,0,0.125,0,0,0,-1,0,0,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,0,0,0,0,0.5,0.5,0,1
515,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,1.5,0,0.6,0.6,0.6,0.72,150,Military_Pause,Selective_Economic_Pressure,Selective_Passage,Ceasefire_Talks,1,1,0,0,137,0.9133333333333333,0.07333333333333333,0.013333333333333334,0,0.08666666666666667,0.465,Military_Pause | Selective_Economic_Pressure | Selective_Passage | Ceasefire_Talks,0.45229735600000004,1,0,0.97,79.63660970703006,Selective_Passage,0,0,0,0,0.34185561857991054,9.636609707030054,0,0.16688896303518885,25.723511047999995,23.15,2.5735110479999967,-10.090140941471512,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,0,1,1,1,0.5,0.5454545454545454,0.820716872244213,1,-73,1,1,94,29,142,129,21,-65,48,35,2.5,0.6666666666666666,1,0,0,0,0,0.98,0.02,0,1
516,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,1,1.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.19000000000000006,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.35429094666975636,1,8.806382523272593e-4,0.9099999999999999,102.03384278666512,Selective_Passage,0,0,0,0,0.36959065171608096,32.03384278666512,0.535248732894118,0.19951841378362464,39.2768645277573,1.8000000000000007,37.4768645277573,7.257362321456245,0.25,0.30000000000000004,0,0,0,0,0,-1,0,0,1,0,1,0,0.43243243243243246,0.42857142857142855,0.29693116787381746,1,0,0,0,37,14,-1,-1,37,-23,-1,-1,1,0.6666666666666666,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
517,0.08,0.05,0.45,0.4,40,0.33,8,6,150,1,0.06,0.4,0.5,0,0.6,0.6,0.6,0.72,150,Active_Military_War,Prolonged_Economic_War,Selective_Passage,No_Talks,0,0,0,0,-1,1,0,0,0,0,0.10500000000000002,Active_Military_War | Prolonged_Economic_War | Selective_Passage | No_Talks,0.3185212381880796,1,0,0.98,113.72108716270584,Selective_Passage,0,0,0,0,0.3770850804482505,43.72108716270584,0.980399486910096,0.20833538876264768,49.09906163378585,0.9,48.19906163378585,5.970632628106678,0.25,0.1,0,0,0,0.006666666666666667,1,-1,0,0,1,0,1,0,0.5202702702702703,0.5078125,0.09840732460194955,1,13,0,0,21,25,-1,-1,34,4,-1,-1,2.5,2,1,0,0,0,0,0.9866666666666667,0.013333333333333334,0,1
